Equipment_Type,Risk_Score,Primary_Risk_Factor,Mitigation_Actions,Risk_Reduction,Reduced_Risk_Score,Implementation_Cost,Cost_per_Risk_Point
"MOBILE AIR COMP PKG, SYSTEM,FACILITY_1",137.0873999987609,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4226258366375373,79.15072288181985,357.8619712878395,6.176777631991572
"45PT-901,GAS IMP METER B,METER SYS,FACILITY_1",176.683325,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.519098171135254,84.9673341224043,568.6331258462816,6.199934388815362
"74PZT-219,FIRE SYSTEM,FACILITY_1",11.042994897959185,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5102137624908966,5.408706921903654,34.97862869842205,6.208171972585256
"EQ-IC-105,IN COOLER A,ST1,TR1,CP SYS,FACILITY_1",452.7383031746032,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4467988442967497,250.45535254731902,1258.1107778656685,6.21955915693457
"12PT-215,MFOLD SYSTEM,ZARAMA FACILITY_2",9.771428571340248,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5416673167503667,4.478565076284506,33.027875701694114,6.240076989052649
"12PI-604/A,MFOLD SYSTEM,LOCATION_C FACILITY_2",40.28177142820732,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.41066395327376276,23.739499928629595,103.89663867237188,6.280675460744557
"12MOV-236,MFOLD SYSTEM,ZARAMA FACILITY_2",9.029714285714286,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4520915480339768,4.9474567759812,25.71962125347154,6.300342688365387
"L/CONTR V/V 1, C/OIL PMP DSCHRG HDR",22.372178571428574,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5330670399813721,10.446307562422463,75.14119430151399,6.300688163134525
"AG CP ST1 PKG,TR1,COMP SYS,FACILITY_1",31.430044599522496,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.532172196011313,14.7038487442611,105.52193235110438,6.308782538733181
"10XZV-506,HYDROCARBON WELLS,ZARAMA FACILITY_2",20.897142857142857,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6168447903478137,8.006849152560259,81.8563154733981,6.350228889222094
"EQ-FS-117/A,FIRE SYSTEM,FACILITY_1",53.761099218750005,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4507841696790024,29.526446746395315,154.56223779590132,6.377736919158046
"74XAS-019-02,FIRE BLOCK",9.119999999917564,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.40744854030687644,5.40406931235244,23.812652005774652,6.408260543034502
"51LV-151,XHP SEPARATOR,TR1,SEP SYS,FACILITY_1",148.5858024691358,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4553059777079494,80.9337984024057,433.70341783946,6.410799263413788
"FLOW TIMER, BSTR COMP.TRAIN 3",251.46291428344134,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5846637109424602,104.44167365407876,944.5691072730386,6.42471185271982
"26LV-105,BTER ST2 SCBER,TR1,CP SYS,FACILITY_1",9.811111111111108,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5918998437610257,4.0039159773223805,37.32943628635725,6.428135343542829
"12PT-441,MFOLD SYSTEM,ETELEBOU FACILITY_2",15.608571428571429,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4824669560868861,8.077951482563831,48.442599734024334,6.432750567860813
"EXP BTER PMP PKG C,TR1,PMP SYS,FACILITY_1",16.285714285714285,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6667959492655278,5.426465969104262,70.19812890312703,6.464363541236441
"10HV-205,MFOLD SYSTEM,KOROAMA MFOLD",9.576126984126983,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5199929792513843,4.596608183961219,32.25340528956488,6.477213277815357
"EQ-LE-203,EXP PMP A,TR2,PMP SYS,FACILITY_1",9.484732142857142,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4394107699609501,5.317038689090913,27.04826586237367,6.489984487206203
"DRIVER, PUMPSET A, GBRG1",39.22315714285714,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6674630336507812,13.043149686924407,170.42004626206017,6.509549187444588
"AG CP ST2 PKG,TR1,COMP SYS,FACILITY_1",8.924704761904762,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6865961059222674,2.797037225875036,39.90281750161354,6.511909673132757
"AUTODRAIN FILTER,FUEL GAS SCRUBBER 1",44.7499999995955,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6570485629376831,15.347076808399958,191.65926404033726,6.51837447569594
"21XZV-212,ST2 SUC SCBER,TR2,CP SYS,FACILITY_1",11.262857142857142,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5679364460074326,4.866270085253429,41.774501115402735,6.5307484662066475
"PRESSURE IND TRANSMITTER780,AIR RECEIVER",70.26119999936489,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.595248389555679,28.43833385149346,273.43567559066446,6.537946840464948
"11XZV-602,KOR NAG CATCH,GAS SEP SYS,FACILITY_1",129.58702585714286,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.606767973471796,50.95776878956706,515.018108062588,6.549955160074444
"CORROSION INHIBITOR PUMP A PKG, CS SYS",13.435714285714285,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5758119694067856,5.6992691824702595,50.74873858007498,6.559697367825327
"GENERATR PKG 1,P/GEN SYS,LOCATION_C FLB",9.73587301587302,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5955183578296992,3.937981905421838,38.033229411240384,6.559838514849359
"LT018, SUMP TANK, SEWAGE SYS, GBARN  FLB",10.508875,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4356913203360323,5.930249376003679,30.03841661788023,6.560574959536016
"12PT-223,MFOLD SYSTEM,LOCATION_A FACILITY_2",9.387857142857143,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6900780825831816,2.90950268614946,42.55228176566103,6.568378135222662
"11XSV-105,ZAR NAG CATCH,GAS SEP SYS,FACILITY_1",16.937142856989762,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5408252442815871,7.777108433926137,60.38272965648086,6.591976281709815
"67LT-001,CLOSED DRAIN VESSEL,SEW SYS,FACILITY_1",10.498514285714288,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.650939407140924,3.664617620710908,45.237469145875195,6.6195717265579725
"LEVEL SHTDN TRNXMTR011,COND STORAGE TNK",9.530019463340892,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.587311672423949,3.932927794093368,37.061610072625406,6.6215835406547825
"64FT-020,PH ADJUSTER PMP,CHEM SYS,FACILITY_1",13.028571428453661,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5177173206797687,6.283454336229645,44.68912618343086,6.625404062288243
"12MOV-442,MFOLD SYSTEM,ETELEBOU FACILITY_2",13.172767857142858,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.49103578048727986,6.704467511232963,42.867206731988176,6.627275240719832
"12MOV-232,MFOLD SYSTEM,LOCATION_A FACILITY_2",54.01663125,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6627097600118466,18.21928251766409,237.34667972425675,6.6302865471671195
"LVL GAUGE2 ON 2-V-2604, GBRG1",172.36688412698413,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5761846143127798,73.05173747598218,659.0044478200286,6.635487838887264
ZARAMA  REMOTE INTEGRATED FACILITY 1,9.050005714285714,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.625922317560417,3.3854051636649825,37.84229467919916,6.680487766264892
"SIS CABINET,PROCESS CONTROL SYSTEM",71.16527142857143,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6892038488834928,22.117892453161534,329.7398094450424,6.722883390167674
"EQ-CT-108,GLY CONTACTOR,TR1,GLY SYS,FACILITY_1",368.86954158730157,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5079258045014553,181.5111829204884,1262.0368058334655,6.735951439870349
"FE ON 12"" BD LN FRM FLR KO VSL TO F-4301",39.70885714249821,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6407242968975149,14.266427569267183,171.49214487327885,6.740399708277563
"AIR CP PKG,TR1,AIR SYS,KCREEK FACILITY_2",16.24535,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5624441272262821,7.108248297764517,61.65433864755995,6.747690969935862
"31QE-101,GLYCOL SCBER,TR1,GLY SYS,FACILITY_1",16.339999999852303,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5321506553071675,7.6446582922117825,58.704095949531194,6.751212076915669
"55PZT-223,EXP BTER PMP B,TR2,PMP SYS,FACILITY_1",28.163775824175822,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6512135470020639,9.82314347274331,123.95968892956958,6.758746729901469
"PRESSURE SHUTDOWN TRANSMTR 306, ES SYS",13.228571428571428,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4388914459902385,7.422664585900559,39.27912492002695,6.765372918377301
"COMP,AG CP ST2,TR2,COMP SYS,FACILITY_1",103.92349999906062,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4117030473032138,61.13787836303184,290.12429859745373,6.780883098193594
"EQ-FS-317/B,FIRE SYSTEM,FACILITY_1",11.073846428571427,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4023758141499951,6.617998456102983,30.482333679860158,6.840972552969217
"81FS-847,GT,TR2,POWER SYS,FACILITY_1",9.214285714285714,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4555582742148348,5.016641616163308,28.99477369418312,6.907392102906581
"74HS-107,FIRE SYSTEM,LOCATION_C FACILITY_2",17.91428571412379,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4513451478078091,9.828759780611264,55.86500528794011,6.909260541283201
"EQ-TS-017,HP/LP TEST SEPARAT,SEP SYS,FACILITY_1",390.7427999964681,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.41751809267694273,227.6006114146946,1127.2155068007748,6.909405326726807
"74HS-485,FIRE SYSTEM,FACILITY_1",9.879999999910696,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6935058803344716,3.0281619022680495,47.55335877092549,6.9402338603543585
"51XSV-109,LP SEPARATOR,TR1,SEP SYS,FACILITY_1",13.679999999876344,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6860472795768222,4.29487321535025,65.3833722437962,6.966701009473658
"EQ-FS-643,FIRE SYSTEM,FACILITY_1",299.8483125000001,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6316808342940421,110.43988029833938,1323.726309025625,6.988740119110805
"31FI4050,JT SKID COLD SEPERATOR,GLYCOL",13.3,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4404454960871186,7.442074902041323,41.03841460360961,7.005622966724232
"45AT-903,METER SYSTEM,FACILITY_1",10.232857142857142,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6504352408136594,3.5770462429310816,46.690417196533716,7.014985536480972
"12XSV-047,MFOLD SYSTEM,FACILITY_1",9.395873015873018,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4614776426631425,5.059887685745706,30.489715248672326,7.031784687282855
"10XSV-005,MFOLD SYSTEM,ZARAMA FACILITY_2",234.43779880952383,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4942818127660712,118.5594586330649,814.9663975282685,7.032948489659431
OPEN PATH GAS DETECTOR5 AT WELLHEAD AREA,13.028571428453661,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.547951509200554,5.88954605150526,50.25513534141463,7.039495265514288
"51HV-001,XXHP SEPARATOR,PROD SEP SYS,FACILITY_1",42.5912,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6160293843926018,16.35376928345782,184.79412996790333,7.043148849608749
"FIRE PROTECTION/FIGHTING SYSTEM, SITE_1",11.121000520839189,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4417951033560204,6.207796946312683,34.99121277707726,7.121873182396971
TEST SEP  ETELEBOU F/S,13.40857142857143,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.636029955263319,4.880318342712126,60.73734465611978,7.121897538058336
"EQ-FS-821/A,FIRE SYSTEM,FACILITY_1",243.36295285714286,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5241722684384387,115.79884180413748,910.3210988264635,7.136185023452304
"FLOW INDIC TXT,66FIT-710,FLARE SYST,EPF",12.540000000000001,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4314105159350869,7.13011213017401,38.82034878254033,7.1758139385962885
LOCATION_A REMOTE INTEGRATED FACILITY,10.195992857142858,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.48747281434612777,5.225723524018413,35.732895905557804,7.18932788358476
"SHUTDOWN VALVE310,SEPTR VALVE SKID,ES SY",14.067789682539681,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6840319472142986,4.444972112990843,69.21155844533506,7.192442124680123
"21XZC-113,DCH COOLERA,ST2,TR1,CP SYS,FACILITY_1",134.28457142857144,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5533121351766808,59.983288490143075,536.2122926317668,7.216729932861492
"EXP BTER PMP PKG B,TR1,PMP SYS,FACILITY_1",9.255714285714285,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5312678306759104,4.338451035786823,35.49291647018568,7.218022437726771
"EQ-FD-103,FIRE SYSTEM,KOROAMA MFOLD",11.826642857142858,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5757691951082816,5.017226218452606,49.15521842633592,7.218712120953524
"31QT-201,GLYCOL SCBER,TR2,GLY SYS,FACILITY_1",9.268809523809528,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5928569518077175,3.77373136263747,39.82187021780213,7.246825076880877
"COMP,AG CP ST2,TR1,COMP SYS,FACILITY_1",11.725714285608298,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.49695565596896946,5.898554251099111,42.332322567181976,7.2646576233507485
"12PI-263/A,MFOLD SYSTEM,LOCATION_A FACILITY_2",9.49999999991413,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5251045625746404,4.511506655500136,36.37470098465627,7.291720861046727
UTILITY BUILDING/LABORATORY,19.38,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.41833094982370156,11.272746192416664,59.19463748460141,7.301441263530214
"GAS METER,TSEP 1 GAS OUTLET, UBIE F/S",13.842857142732017,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5459147000817114,6.285837937383492,55.183707043265976,7.302311340456748
"21BD-501,GT,AG CP,TR1,COMP SYS,FACILITY_1",9.119999999917566,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6313902862085206,3.3617205897479066,42.15782353239108,7.321253542844139
"LOCATION_C PIG LAUNCHER, EGGS2",13.354285714165005,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5659939901017665,5.795840257845735,55.354460376388836,7.323524486124261
"EQ-EM-003,METER SYSTEM,FACILITY_1",115.11099999895951,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6186777213155964,43.89438882124362,524.0259123250398,7.358197808898421
"GEARBOX 2GT,POWER GENERTN SYS,LOCATION_C G/P",24.599999999777637,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6730591029489044,8.042746067384254,122.08539452902565,7.373529150880032
ROTARY SCREW AIR COMPRESSOR (A-4601A),9.282857142857143,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6186445504281577,3.5400681590254734,42.45851087172804,7.393360785372114
"12PT-235,MFOLD SYSTEM,ZARAMA FACILITY_2",19.542857142680496,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.41274409048972255,11.476658345754256,59.84030657478145,7.418650107853106
"SMOKE DETECTOR-104, FP SYSTEM, GBRS2",9.995890796703296,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4483989821226772,5.5137435380521005,33.30541036688352,7.430681868517201
"EQ-FS-476/A,FIRE SYSTEM,FACILITY_1",120.2034232142857,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.49265318527599467,60.98482388668941,441.0084292935468,7.44712698883497
"66XSV-020/A,LP KO DRUM 1,FLARE SYS,FACILITY_1",14.657142857142857,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5231294882100566,6.989559215664028,57.10712151059129,7.447864174791992
"EQ-FS-516/B,FIRE SYSTEM,FACILITY_1",11.865873015873012,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.586441425663705,4.9072335276999555,52.11557683974198,7.489334219471768
"10PT-001,NAG PIG LCH,MFOLD,KOROAMA MFOLD",14.33142857129903,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.46787571223829605,7.626101221110231,50.70026479563544,7.56119159405512
"NATURAL GAS GENERATOR A,POWER GEN SYS",53.03189999952064,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5180884525717014,25.556684991831776,208.4174713107675,7.585653879412497
"51FT-120,LP SEPARATOR,TR1,SEP SYS,FACILITY_1",11.725714285608298,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6341169142646896,4.290240525268975,56.47222296431185,7.594973068902969
"LEVEL SHUTDOWN ALARM3, FLARE K/O DRUM",18.743359424603174,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.48329280991297824,9.684828581077802,68.82439032339589,7.597743112238609
"EQ-FD-103,FIRE SYSTEM,ZARAMA FACILITY_2",40.82947714285715,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4035833402885855,24.35138037530641,125.8675378784463,7.638475465583451
"SMOKE DETECTOR110, FIRE PROT SYS, EPUS1",16.3854,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.535604741371383,7.6093020707333405,67.23037159496876,7.6606223103741735
"74XAS-102,FIRE SYSTEM,LOCATION_A FACILITY_2",12.323350000000001,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6303161885170743,4.555742998238113,59.58483613829709,7.670938568954603
"PMP PCKG 2, O/DRAIN SVR PIT 1, KOCR F/S",10.85714285704472,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6203652177246582,4.121749064666454,51.99093773646144,7.719064295141005
"PRESSURE CONTROL VALVE302,SEPTR VLV SKID",15.8031746031746,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5145205282070773,7.672116859000536,62.822795178707665,7.726275861676231
"DIG. NON FLOW TIMER, BSTR COMP.TRAIN 2.",22.41904285714286,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5430903717529213,10.24347653751247,94.2094812633865,7.737585159508735
BSTR COMP.TRAIN 2 PACKAGE.,67.23853653439151,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.5397774333311489,30.94469186291498,280.8287725741977,7.737641881597132
"PRESSURE TRANSMITTER-111A, INHB PKG A",12.37714285703098,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6149376994673192,4.765971102549987,59.07413684830755,7.761503583666773
LCV BULK SEP OIL OUTLET UBIE FS,98.23885714196916,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.4412420008484173,54.89174725558487,337.24324275421145,7.780062930104194
"12PT-402,MFOLD SYSTEM,ETELEBOU FACILITY_2",11.399999999896956,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.494809189026252,5.759175245048669,44.067497585312985,7.812243687846709
"PUMPING SYS, KOLOCREEK F/S",13.028571428453661,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5598042093103217,5.735122301505111,57.01603307000197,7.817430693981747
"11XZV-934,KOMA2 NAG SGCH,GAS SEP SYS,FACILITY_1",9.201228571428569,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.604456227727982,3.639488658679927,43.553029197431385,7.830828100681041
"EQ-FS-662,FIRE SYSTEM,FACILITY_1",11.462352857142857,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.48292819967850037,5.926859427763142,43.375742355414474,7.835930601090964
"68TE-105,AIR CP ,TR1,AIR SYS,FACILITY_1",30.113885714013517,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.692144079257069,9.270738013635027,163.742714244288,7.855949427509676
"69XZV-213,LP FG SCBER,TR2,FUEL SYS,FACILITY_1",11.400000000000002,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4857352738910005,5.862617877642594,43.564905861681304,7.867419097877715
"FLOW TRANSMITTER551,METRNG SKID,METRNG",9.404333333333335,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6868017533850901,2.9454207105821517,50.823881424055386,7.868798417404023
"64PZT-006,DEMULSIFIER PMP B,CHEM SYS,FACILITY_1",14.819999999866043,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.413594823006615,8.690524722963413,48.25427451767051,7.872496802377927
"HP 1 SEP GAS TO HEADER, ADIB F/S",57.393142857142855,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.6402282088571535,20.64843380503155,290.4202339927545,7.903729311909393
"51LV-212,HP SEPARATOR,TR2,SEP SYS,FACILITY_1",12.947085714168686,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6377284880917823,4.690360316477177,65.4384580684905,7.925473467579095
LCV HP 2 SEP OIL OUTLET,98.36103571428573,High failure probability,"Implement condition monitoring sensors, Establish predictive maintenance program, Increase spare parts inventory, Deploy redundant systems where possible",0.604951824150584,38.85734773358784,473.4570463560333,7.95676809998089
"TS,AG CP ST2 SEAL HEATER,TR2,CP SYS,FACILITY_1",16.285714285714285,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.42350997073687513,9.388551905142318,54.89456246844817,7.959006826209576
"OPC SERVER & PIN NTWRK CABNET, PC SYS",10.585714285618602,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6419246787612221,3.7904830433648016,54.17299114511705,7.97220715731659
"12PT-224,MFOLD SYSTEM,ZARAMA FACILITY_2",9.771428571340248,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.6639629120725674,3.28356240200409,51.786856535807026,7.982109245805526
"EQ-FD-822,FIRE SYSTEM,FACILITY_1",13.435119183673468,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.4022093101477821,8.031389165054929,43.3029263744075,8.013525143781678
"10FT-108,MFOLD SYSTEM,KOROAMA MFOLD",9.608571428571429,High failure probability,"Implement condition monitoring, Increase inspection frequency, Review maintenance procedures, Consider equipment redesign or replacement",0.5905339185116298,3.934384091558254,45.506689147667494,8.019948310628333
